-0.000250,-1.046940,-0.000210,2.093544,0.000586,-1.046287,0.000641
-0.000314,-1.043921,0.001360,2.086129,0.001913,-1.038871,-0.009514
-0.000379,-1.040873,0.002944,2.078642,0.003253,-1.031384,-0.019767
-0.000445,-1.037796,0.004544,2.071084,0.004605,-1.023825,-0.030117
-0.000511,-1.034690,0.006159,2.063456,0.005970,-1.016196,-0.040564
-0.000578,-1.031556,0.007789,2.055755,0.007347,-1.008495,-0.051109
-0.000645,-1.028392,0.009434,2.047984,0.008738,-1.000723,-0.061751
-0.000713,-1.025199,0.011094,2.040141,0.010141,-0.992880,-0.072492
-0.000782,-1.021977,0.012769,2.032227,0.011557,-0.984965,-0.083330
-0.000851,-1.018726,0.014460,2.024240,0.012986,-0.976978,-0.094267
-0.000921,-1.015445,0.016165,2.016183,0.014428,-0.968920,-0.105302
-0.000992,-1.012136,0.017886,2.008053,0.015882,-0.960790,-0.116435
-0.001063,-1.008797,0.019622,1.999852,0.017350,-0.952588,-0.127666
-0.001135,-1.005429,0.021373,1.991578,0.018830,-0.944314,-0.138996
-0.001207,-1.002032,0.023140,1.983234,0.020323,-0.935968,-0.150424
-0.001280,-0.998605,0.024921,1.974817,0.021829,-0.927551,-0.161950
-0.001354,-0.995149,0.026718,1.966328,0.023348,-0.919062,-0.173574
-0.001428,-0.991665,0.028530,1.957768,0.024879,-0.910501,-0.185297
-0.001503,-0.988151,0.030357,1.949137,0.026424,-0.901869,-0.197117
-0.001579,-0.984608,0.032199,1.940434,0.027981,-0.893165,-0.209036
-0.001655,-0.981035,0.034056,1.931659,0.029551,-0.884390,-0.221052
-0.001732,-0.977434,0.035929,1.922813,0.031134,-0.875544,-0.233166
-0.001809,-0.973804,0.037816,1.913896,0.032729,-0.866626,-0.245377
-0.001887,-0.970145,0.039719,1.904909,0.034337,-0.857638,-0.257685
-0.001966,-0.966457,0.041636,1.895850,0.035958,-0.848579,-0.270091
-0.002045,-0.962741,0.043569,1.886721,0.037591,-0.839449,-0.282593
-0.002125,-0.958996,0.045516,1.877521,0.039237,-0.830249,-0.295191
-0.002206,-0.955222,0.047478,1.868252,0.040896,-0.820979,-0.307885
-0.002287,-0.951420,0.049455,1.858912,0.042567,-0.811638,-0.320675
-0.002368,-0.947589,0.051447,1.849503,0.044250,-0.802229,-0.333560
-0.002451,-0.943731,0.053453,1.840025,0.045946,-0.792750,-0.346540
-0.002533,-0.939844,0.055474,1.830478,0.047654,-0.783202,-0.359614
-0.002617,-0.935929,0.057509,1.820862,0.049375,-0.773586,-0.372782
-0.002701,-0.931987,0.059559,1.811178,0.051107,-0.763901,-0.386044
-0.002786,-0.928017,0.061623,1.801426,0.052852,-0.754149,-0.399399
-0.002871,-0.924020,0.063702,1.791607,0.054609,-0.744329,-0.412846
-0.002957,-0.919995,0.065794,1.781721,0.056378,-0.734442,-0.426384
-0.003043,-0.915943,0.067901,1.771768,0.058159,-0.724488,-0.440014
-0.003130,-0.911864,0.070022,1.761749,0.059951,-0.714468,-0.453735
-0.003218,-0.907759,0.072156,1.751665,0.061756,-0.704383,-0.467545
-0.003306,-0.903627,0.074305,1.741515,0.063572,-0.694233,-0.481444
-0.003394,-0.899468,0.076467,1.731301,0.065399,-0.684018,-0.495432
-0.003484,-0.895284,0.078642,1.721022,0.067238,-0.673739,-0.509508
-0.003573,-0.891074,0.080832,1.710681,0.069088,-0.663396,-0.523670
-0.003664,-0.886838,0.083034,1.700276,0.070950,-0.652991,-0.537919
-0.003755,-0.882577,0.085249,1.689809,0.072823,-0.642524,-0.552252
-0.003846,-0.878291,0.087478,1.679281,0.074706,-0.631995,-0.566670
-0.003938,-0.873980,0.089719,1.668692,0.076601,-0.621405,-0.581172
-0.004030,-0.869645,0.091974,1.658042,0.078506,-0.610754,-0.595756
-0.004123,-0.865285,0.094240,1.647333,0.080423,-0.600045,-0.610421
-0.004217,-0.860901,0.096520,1.636566,0.082349,-0.589276,-0.625167
